BioGro No;Licensee Name;Address;Input Name;Sub Type;Category;Expiry Date
5252;United Fisheries Ltd;"Parkhouse Road
50-58
Christchurch, Wigram 8042";Bio Marinus Fish Silage;Livestock Feed / Supplement;Feed;31.07.2023
5252;United Fisheries Ltd;"Parkhouse Road
50-58
Christchurch, Wigram 8042";Bio Marinus Hydrolysed Fish;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Bio Marinus Hydrolysed Fish Fertiliser;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Bio Marinus Hydrolysed Fish Fertiliser (JAS Approved) (SKU# 1036059, 1012214, 1041302);Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
5252;United Fisheries Ltd;"Parkhouse Road
50-58
Christchurch, Wigram 8042";Bio Marinus JAS Approved Biological;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
5252;United Fisheries Ltd;"Parkhouse Road
50-58
Christchurch, Wigram 8042";Bio Marinus JAS approved Hydrolysed Fish;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Bio Marinus Organic Liquid Fish Fertiliser (JAS Approved) (SKU# 1012207, 1012208, 1012209, 1012210, 1012211);Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Bio Marinus Organic Liquid Fish Fertilizer;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Bio Marinus Organic Liquid Fish Fertilizer;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
3589;Daltons Ltd;"Hinuera Road West
266
Matamata 3440";Bio Nurture compost;Soil & Plant Nutrition;Compost;31.07.2023
5946;Orgenz 2018 Ltd;"Stevenson Avenue
17
Dunedin, Sawyers Bay 9082";Bio Stim Liquid Plant Food;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
5113;Soil Health Ltd;"District Road
50
Invercargill, Kennington 9871";BioActive Fish;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
5113;Soil Health Ltd;"District Road
50
Invercargill, Kennington 9871";BioActive Kina;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5113;Soil Health Ltd;"District Road
50
Invercargill, Kennington 9871";BioActive Oyster Shell;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";BioAg Digest-it;Crop Management;Pesticide;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";BioAg Flower & Fruit Organic / BioAg Fruit & Balance Organic;Crop Management;Pesticide;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";BioAg Roots & Shoots Organic;Crop Management;Pesticide;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";BioAg Soil & Seed Organic;Crop Management;Pesticide;31.07.2023
2925;Agrinova NZ Ltd TA Gro-Chem;"Sunlight Grove
15
Porirua 5022";Biobit DF;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Biobit DF;Crop Management;Pesticide;31.07.2023
5578;Sumitomo Chemical Australia PTY Ltd;"Rawson Street
51
Sydney, Epping";BioBit DF;Crop Management;Insecticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biobit DF (SKU# 1003897);Crop Management;Pesticide;31.07.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";BioBor Ulexite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";BioElite;Soil & Plant Nutrition;Microorganisms;31.07.2023
5136;Remediation NZ Ltd TA Revital Fertilisers;"Waitara Road
96
New Plymouth 4382";Bio-Enhance;Soil & Plant Nutrition;Microorganisms;31.07.2023
171;Pacific BioFert Ltd;"Irish Road
21
Pokeno, State Highway 2 2471";Biofert Plus TE;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";BioKsupa;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";BioKSupa;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
171;Pacific BioFert Ltd;"Irish Road
21
Pokeno, State Highway 2 2471";BioLime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5583;Biologix;"Guernsey Road
53
Blenheim 7271";Biologix Sudo-Shield;Soil & Plant Nutrition;Microorganisms;31.07.2023
5669;RJ International Ltd TA Biomax NZ;"Franklin Rd
48
Auckland, Pukekohe 2120";BIOM Amino Acid;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5669;RJ International Ltd TA Biomax NZ;"Franklin Rd
48
Auckland, Pukekohe 2120";BIOM Organic Fertiliser;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";BioMag;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biomin Booster V (SKU# 1011233, 1011234);Soil & Plant Nutrition;;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin N Powder;Soil & Plant Nutrition;Plant Extract / Lysate;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® Booster V;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin® Booster V;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin® Boron;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Biomin® Boron;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® Boron;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biomin® Boron (SKU# 1011227, 1011228);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Biomin® Calcium;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® Calcium;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin® Calcium;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biomin® Calcium (SKU# 1007820, 1007821);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® Copper;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin® Copper;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biomin® Copper (SKU# 1011377);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin® Iron;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Biomin® Iron;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® Iron;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biomin® Iron (SKU# 1011379, 1011376);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin® Magnesium;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Biomin® Magnesium;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® Magnesium;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biomin® Magnesium (SKU# 1011382, 1011381);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin® Manganese;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Biomin® Manganese;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® Manganese;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biomin® Manganese (SKU# 1011231, 1011232);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin® Molybdenum;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Biomin® Molybdenum;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® Molybdenum;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® N Powder Nitrogen;Soil & Plant Nutrition;Plant Extract / Lysate;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biomin® Zinc;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Biomin® Zinc;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Biomin® Zinc;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biomin® Zinc (SKU# 1011229, 1011230);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4547;Grosafe Chemicals Ltd;"Jean Batten Drive
20
Tauranga, Mount Manganui 3116";BioNeem;Crop Management;Insecticide;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Biophos;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5136;Remediation NZ Ltd TA Revital Fertilisers;"Waitara Road
96
New Plymouth 4382";Biophos;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";BioPhos;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biophos;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
171;Pacific BioFert Ltd;"Irish Road
21
Pokeno, State Highway 2 2471";BioPhos;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
15;Common Property;"Hautere Cross Road
123
Te Horo 5582";BI-OPL (Biodegradable Mulch Film) ;Crop Management;Herbicide;31.08.2023
4547;Grosafe Chemicals Ltd;"Jean Batten Drive
20
Tauranga, Mount Manganui 3116";BioPower Fertiliser (Organic) / OceanFert;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4547;Grosafe Chemicals Ltd;"Jean Batten Drive
20
Tauranga, Mount Manganui 3116";BioPower Liquid Seaweed Extract;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";BioPower Seaweed;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";BioPower Seaweed;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";BioPower Seaweed;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4547;Grosafe Chemicals Ltd;"Jean Batten Drive
20
Tauranga, Mount Manganui 3116";BioPower® Seaweed;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Bio-Repel;Crop Management;Pesticide;31.07.2023
5743;Probiotic Revolution Ltd;"Norman Street
25B
New Plymouth, L. Vogeltown 4310";BioRescue;Livestock Feed / Supplement;;31.07.2023
4776;BioRich Ltd;"Kereru Road
Hastings, Maraekakaho 4171";BioRich 50:50;Soil & Plant Nutrition;Compost;31.07.2023
4776;BioRich Ltd;"Kereru Road
Hastings, Maraekakaho 4171";BioRich 50:50;Soil & Plant Nutrition;Compost;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";BioRich Compost;Soil & Plant Nutrition;Compost;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";BioRich Compost (SKU# 1019414, 1019744);Soil & Plant Nutrition;Compost;31.07.2023
5743;Probiotic Revolution Ltd;"Norman Street
25B
New Plymouth, L. Vogeltown 4310";BioRumen DFM Concentrate;Livestock Feed / Supplement;;31.07.2023
202;P T Enterprises Ltd TA Biosea;"Cargill Place
4
Nelson, Richmond 7020";Biosea Animal Tonic;Livestock Feed / Supplement;Supplement;31.07.2023
202;P T Enterprises Ltd TA Biosea;"Cargill Place
4
Nelson, Richmond 7020";Biosea Blue;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
202;P T Enterprises Ltd TA Biosea;"Cargill Place
4
Nelson, Richmond 7020";Biosea Liquid Seaweed;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
202;P T Enterprises Ltd TA Biosea;"Cargill Place
4
Nelson, Richmond 7020";Biosea Mussel Meal;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
202;P T Enterprises Ltd TA Biosea;"Cargill Place
4
Nelson, Richmond 7020";Biosea Omega+ Conditioner;Livestock Treatment;Remedies;31.07.2023
202;P T Enterprises Ltd TA Biosea;"Cargill Place
4
Nelson, Richmond 7020";Biosea Omega+ Dairy Oil;Livestock Feed / Supplement;Feed;31.07.2023
202;P T Enterprises Ltd TA Biosea;"Cargill Place
4
Nelson, Richmond 7020";Biosea Omega+ Horticultural Oil;Crop Management;Adjuvant;31.07.2023
202;P T Enterprises Ltd TA Biosea;"Cargill Place
4
Nelson, Richmond 7020";Biosea Organic Fertiliser;Soil & Plant Nutrition;Fish Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Bioshield Granules;Crop Management;Pesticide;31.07.2023
4436;Biostart Ltd;"Anzac Street
33A
Auckland, Takapuna 0622";Bioshield Granules;Crop Management;Pesticide;31.07.2023
4436;Biostart Ltd;"Anzac Street
33A
Auckland, Takapuna 0622";BioShield Grass Grub Liquid;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";BioShield Grass Grub Liquid;Crop Management;Pesticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Bioshield Grass Grub Liquid (SKU# 1044004);Crop Management;Insecticide;31.07.2023
5743;Probiotic Revolution Ltd;"Norman Street
25B
New Plymouth, L. Vogeltown 4310";Biospray Concentrate;Soil & Plant Nutrition;Microorganisms;31.07.2023
4547;Grosafe Chemicals Ltd;"Jean Batten Drive
20
Tauranga, Mount Manganui 3116";BioSpread;Crop Management;Adjuvant;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Biostart N;Soil & Plant Nutrition;Microorganisms;31.07.2023
4436;Biostart Ltd;"Anzac Street
33A
Auckland, Takapuna 0622";Biostart N;Soil & Plant Nutrition;Microorganisms;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biostart N (SKU# 1020042);Soil & Plant Nutrition;Microorganisms;31.07.2023
5256;Filmchem Ltd;"Tallyho Street
68
Rotorua";BioTreat Humate;Soil & Plant Nutrition;Humate;31.07.2023
2629;GreenPRO Solutions Pty Ltd;"Research Street
9
Queensland, Coolum Beach 4573";Bioweed Organic Herbicide Concentrate;Crop Management;Herbicide;31.07.2023
2629;GreenPRO Solutions Pty Ltd;"Research Street
9
Queensland, Coolum Beach 4573";Bioweed Organic Weedkiller Ready To Use;Crop Management;Herbicide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Biox (SKU# 1018690);Facility Management;Cleaning;31.07.2023
5943;Zest Biotech Ltd;"Kitchener Road
23
Auckland, Waiuku 0622";Biozest;Crop Management;Elicitor;31.07.2023
4839;Bio-Zyme NZ Ltd;"Wigram Close
12
Christchurch 8025";Bio-Zyme Cleaner;Facility Management;Cleaning;31.07.2023
4839;Bio-Zyme NZ Ltd;"Wigram Close
12
Christchurch 8025";Bio-Zyme Industrial;Facility Management;Cleaning;31.07.2023
4839;Bio-Zyme NZ Ltd;"Wigram Close
12
Christchurch 8025";Bio-Zyme Multi-purpose;Facility Management;Cleaning;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";Bird Scare;Crop Management;Homeopathic Preparation;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Bird Scare (SKU# 1017001, 1017002);Crop Management;Homeopathic Preparation;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";Bison / Anax;Soil & Plant Nutrition;Microorganisms;31.07.2023
4948;Farmers Industries Ltd;"Portside Drive
72
Mt Maunganui 3116";Black Strap Molasses;Livestock Treatment;;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Black Strap Molasses (SKU# 1014331, 1014332);Livestock Feed / Supplement;Molasses;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Blast Off (SKU# 1035515);Facility Management;Cleaning;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Blood & Bone;Soil & Plant Nutrition;Animal Derived Fertiliser;31.07.2023
2925;Agrinova NZ Ltd TA Gro-Chem;"Sunlight Grove
15
Porirua 5022";Blossom Bless;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Blossom Bless;Crop Management;Pesticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Blossom Bless (SKU# 1007709);Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Blossom Bless BG (Pantotea agglomerans);Crop Management;Pesticide;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Blowfly nosode 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";Boa / Sailor;Soil & Plant Nutrition;Microorganisms;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Borate Hydroboracite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Borate Hydroboracite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Borate Hydroboracite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Borax;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Borax;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Borax;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Borax 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5421;Nuron Organics Ltd;"Hepburn road
143
Auckland, Glendene 0602";Born in New Zealand Mould Removal;Facility Management;Cleaning;31.07.2024
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Boron Powder;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Borozinc;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Borozinc;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2594;De Sangosse New Zealand Ltd;"Third Avenue
144
Tauranga 3110";Borozinc;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4027;Nufarm NZ Ltd;"Great South Road
666
Auckland, Ellerslie 1054";Botector;Crop Management;Fungicide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Botector;Crop Management;Pesticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Botector (SKU#1049794);Crop Management;Pesticide;31.07.2023
4405;Botry-Zen (2010) Ltd;"Willis Street
21
Dunedin, Dunedin 9016";Botry-Zen;Crop Management;Pesticide;31.07.2023
4405;Botry-Zen (2010) Ltd;"Willis Street
21
Dunedin, Dunedin 9016";Botry-Zen WP;Crop Management;Pesticide;31.07.2023
5743;Probiotic Revolution Ltd;"Norman Street
25B
New Plymouth, L. Vogeltown 4310";Bovine Boost;Livestock Feed / Supplement;;31.07.2023
5743;Probiotic Revolution Ltd;"Norman Street
25B
New Plymouth, L. Vogeltown 4310";Bovine Immunomax;Livestock Feed / Supplement;;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Bovine Nasal Catarrh 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Bovine rhinotracheitis 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5262;Livestock Improvement Corp. (LIC);"Cnr Ruakura and Morrinsville Roads
Hamilton, Newstead 3286";Bovine Semen;Livestock Treatment;;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Brimstone;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Brimstone;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Brimstone;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Brimstone 90 (Sulphur Bentonite);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Brimstone 90 (Sulphur Bentonite);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4974;Kiwi Fertiliser Co Ltd;"Alexandra Street
1495
Te Awamutu 3800";Brimstone 90 (Sulphur Bentonite);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4969;Fernhill Limeworks Ltd;"Cooney Road
55
Winton 9782";Brimstone Sulphur;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Broccoli Belstar F1 (Code- 3092);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Broccoli de Cicco (Code - 3095);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Broccoli Raab (Code - 4070 Component);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Broccoli Raab Spring Rapini (Code - 3100);Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Brucellosis 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Brussels Sprouts Igor F1 (Code - 3105);Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Bryonia 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Bufo 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Bundaberg Sugar;Crop Management;Adjuvant;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";BVD nosode 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4948;Farmers Industries Ltd;"Portside Drive
72
Mt Maunganui 3116";C3;Facility Management;Cleaning;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";C3 (SKU# 1014326, 1002534, 1009456);Facility Management;Cleaning;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Cabbage Green Express (Code - 3120);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Cabbage Red Express (Code - 3130);Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";CAE nosode 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
